X,Y,FID,OGF_ID,MOH_PRO_ID,SERV_TYPE,SERV_DET,EN_NAME,FR_NAME,EN_ALT,FR_ALT,ADDRESS_1,ADDRESS_2,ADDR_DESCR,COMMUNITY,POSTALCODE,GEO_UPT_DT,EFF_DATE
-89.21556406,48.4503830680001,3284,137287864,2866,Long-Term Care Home,NH for-profit,Southbridge Roseview, , , ,99 Shuniah Street, , ,Thunder Bay,P7A2Z2,20210527133718,20210526122339
-79.451010042,44.0594898530001,3285,137287865,2955,Long-Term Care Home,NH non-profit,Southlake Residential Care Village, , , ,640 Grace Street, , ,Newmarket,L3Y8V7,20210527134125,20210526122340
-79.453908693,44.603144946,3286,137287866,2971,Long-Term Care Home,NH non-profit,Spencer House, , , ,835 West Ridge Boulevard, , ,Orillia,L3V8B3,20210527133643,20210526122340
-78.396757018,44.230982931,3287,137287867,2413,Long-Term Care Home,NH for-profit,Springdale Country Manor, , , ,2698 Clifford Line,R.R. 5, ,Peterborough,K9J6X6,20210527134214,20210526122340
-81.000837471,43.367600558,3288,137287868,M575,Long-Term Care Home,MHFA,Spruce Lodge Home for the Aged, , , ,643 West Gore Street, , ,Stratford,N5A1L4,20210527134916,20210526122340
-81.62413493,42.9635598570001,3289,137287869,2946,Long-Term Care Home,NH for-profit,Sprucedale Care Centre, , , ,96 Kittridge Avenue East, , ,Strathroy,N7G2A8,20210527133639,20210526122341
-80.328364457,43.3456156870001,3290,137287870,2926,Long-Term Care Home,NH for-profit,St. Andrew's Terrace Long Term Care Community, , , ,255 St. Andrew's Street, , ,Cambridge,N1S1P1,20210527135039,20210526122341
-79.311981766,43.7054774980001,3291,137287871,2719,Long-Term Care Home,NH non-profit,St. Clair O'Connor Community Nursing Home, , , ,2701 Saint Clair Avenue East, , ,Toronto,M4B3M3,20210527133942,20210526122341
-81.183439553,46.5757175840001,3292,137287872,3039,Long-Term Care Home,NH non-profit,St. Gabriel's Villa of Sudbury, , , ,4690 Regional Road 15, , ,Greater Sudbury,P0M1L0,20210527133627,20210526122341
-79.4015392909999,43.672535988,3293,137287873,2594,Long-Term Care Home,NH for-profit,St. George Care Community, , , ,225 St. George Street, , ,Toronto,M5R2M2,20210527133851,20210526122341
-75.2865179889999,45.2722919460001,3294,137287874,2691,Long-Term Care Home,NH for-profit,St. Jacques Nursing Home, , , ,915 Notre Dame Street,Postal Office Box 870, ,Embrun,K0A1W0,20210527134727,20210526122341
-78.3698264129999,44.2687756390001,3295,137287875,2935,Long-Term Care Home,NH non-profit,St. Joseph's at Fleming, , , ,659 Brealey Drive, , ,Peterborough,K9K2R8,20210527133800,20210526122342
-74.732651085,45.0149446250001,3296,137287876,3012,Long-Term Care Home,CHFA,St. Joseph's Continuing Care Centre, , , ,14 York Street, , ,Cornwall,K6J5T2,20210527134508,20210526122342
-80.2718922569999,43.5502204250001,3297,137287877,3011,Long-Term Care Home,CHFA,"St. Joseph's Health Centre, Guelph", , , ,100 Westmount Road, , ,Guelph,N1H5H8,20210527133756,20210526122342
-80.2352717099999,43.146026856,3298,137287878,2976,Long-Term Care Home,NH non-profit,St. Joseph's Lifecare Centre, , , ,99 Wayne Gretzky Parkway, , ,Brantford,N3S6T6,20210527134733,20210526122342
-82.660835209,46.3849022740001,3299,137287879,2877,Long-Term Care Home,NH non-profit,St. Joseph's Manor, , , ,70 Spine Road, , ,Elliot Lake,P5A1X2,20210527134315,20210526122342
-79.957701132,43.2617588890001,3300,137287880,2975,Long-Term Care Home,NH non-profit,"St. Joseph's Villa, Dundas", , , ,56 Governors Road, , ,Hamilton,L9H5G7,20210527134148,20210526122342
-80.9667716709999,46.466614878,3301,137287881,2913,Long-Term Care Home,NH non-profit,"St. Joseph's Villa, Sudbury", , , ,1250 South Bay Road, , ,Greater Sudbury,P3E6L9,20210527134557,20210526122342
-75.66556766,44.601205114,3302,137287882,M576,Long-Term Care Home,MHFA,St. Lawrence Lodge, , , ,1803 County Road,"Postal Office Bag 1130, 2 East, Postal", ,Brockville,K6V5T1,20210527134411,20210526122343
-75.6890309309999,45.3694715460001,3303,137287883,3015,Long-Term Care Home,CHFA,St. Patrick's Home, , , ,2865 Riverside Drive, , ,Ottawa,K1V8N5,20210527134332,20210526122343
-79.9200607179999,43.2401310870001,3304,137287884,2927,Long-Term Care Home,NH non-profit,St. Peter's Residence at Chedoke, , , ,125 Redfern Avenue, , ,Hamilton,L9C7W9,20210527134445,20210526122343
-80.09121828,44.419471684,3305,137287885,2735,Long-Term Care Home,NH for-profit,Stayner Care Centre, , , ,Highway 26,"Postal Office Box 350, 244 Main Street East, 7308", ,Stayner,L0M1S0,20210527133947,20210526122343
-80.3337170579999,43.339156685,3306,137287886,2863,Long-Term Care Home,NH for-profit,Stirling Heights, , , ,200 Stirling Macgregor Drive, , ,Cambridge,N1S5B7,20210527133649,20210526122344
-77.5484607499999,44.302260882,3307,137287887,2470,Long-Term Care Home,NH for-profit,Stirling Manor Nursing Home, , , ,218 Edward Street,Postal Office Box 220, ,Stirling,K0K3E0,20210527133641,20210526122344
-76.154199765,45.1358053870001,3308,137287888,2637,Long-Term Care Home,NH for-profit,Stoneridge Manor, , , ,256 High Street, , ,Carleton Place,K7C1X1,20210527134205,20210526122344
-80.740050945,43.974337776,3309,137287889,3051,Long-Term Care Home,NH for-profit,Strathcona Long Term Care, , , ,720 Princess Street, , ,Mount Forest,N0G2L3,20210527133720,20210526122344
-81.643928035,42.9557020550001,3310,137287890,M627,Long-Term Care Home,MHFA,Strathmere Lodge, , , ,599 Albert Street,Postal Office Box 5000, ,Strathroy,N7G3J3,20210527133626,20210526122344
-78.167891421,43.961968895,3311,137287891,2666,Long-Term Care Home,NH for-profit,Streamway Villa, , , ,19 James Street West, , ,Cobourg,K9A2J8,20210527133720,20210526122344
-79.70534358,43.5821269580001,3312,137287892,2648,Long-Term Care Home,NH for-profit,Streetsville Care Community, , , ,1742 Bristol Road West, , ,Mississauga,L5M1X9,20210527134835,20210526122345
-82.346676759,43.0103018290001,3313,137287893,2573,Long-Term Care Home,NH for-profit,Sumac Lodge, , , ,1464 Blackwell Road, , ,Sarnia,N7S5M4,20210527134748,20210526122345
-80.92755656,44.5587847670001,3314,137287894,2624,Long-Term Care Home,NH for-profit,Summit Place, , , ,850 4th Street East, , ,Owen Sound,N4K6A3,20210527134643,20210526122345
-82.590299248,42.056607349,3315,137287895,M579,Long-Term Care Home,MHFA,Sun Parlor Home for Senior Citizens, , , ,175 Talbot Street East, , ,Leamington,N8H1L9,20210527133813,20210526122345
-78.909107053,43.886914448,3316,137287896,1013,Long-Term Care Home,NH for-profit,Sunnycrest Nursing Home, , , ,1635 Dundas Street East, , ,Whitby,L1N2K9,20210527134013,20210526122345
-80.4451854019999,43.4409939980001,3317,137287897,M578,Long-Term Care Home,MHFA,Sunnyside Home, , , ,247 Franklin Street North, , ,Kitchener,N2A1Y5,20210527134447,20210526122346
-80.201236723,44.5019106930001,3318,137287898,M581,Long-Term Care Home,MHFA,Sunset Manor Home for Senior Citizens, , , ,49 Raglan Street, , ,Collingwood,L9Y4X1,20210527134749,20210526122346
-79.366141484,43.7131298960001,3319,137287899,2792,Long-Term Care Home,NH non-profit,Suomi-Koti Toronto Nursing Home, , , ,795 Eglinton Avenue East, , ,Toronto,M4G4E4,20210527134806,20210526122346
-79.742447007,43.750573085,3320,137287900,M616,Long-Term Care Home,MHFA,Tall Pines Long Term Care Centre, , , ,1001 Peter Robertson Boulevard, , ,Brampton,L6R2Y3,20210527134517,20210526122346
-80.01468335,48.153455491,3321,137287901,M619,Long-Term Care Home,MHFA,Teck Pioneer Residence, , , ,145 Government Road East,"Unit A, Postal Bag Service 1757", ,Kirkland Lake,P2N3P4,20210527133624,20210526122346
-80.386397463,43.20749736,3322,137287902,2742,Long-Term Care Home,NH for-profit,Telfer Place, , , ,245 Grand River Street North, , ,Brant,N3L3V8,20210527134101,20210526122347
-79.63082324,47.438790001,3323,137287903,2698,Long-Term Care Home,NH for-profit,Temiskaming Lodge, , , ,100 Bruce Street,Postal Office Box 1180, ,Temiskaming Shores,P0J1K0,20210527133947,20210526122347
-79.336003582,43.8057705140001,3324,137287904,2649,Long-Term Care Home,NH for-profit,Tendercare Living Centre, , , ,1020 McNicoll Avenue, , ,Toronto,M1W2J6,20210527134933,20210526122347
-80.9688783079999,42.7708129550001,3325,137287905,M583,Long-Term Care Home,MHFA,Terrace Lodge, , , ,475 Talbot Street East,49462 Talbot Line, ,Aylmer,N5H3A5,20210527134409,20210526122347
-83.4135353299999,47.8401913540001,3326,137287906,2864,Long-Term Care Home,NH non-profit,The Bignucolo Residence, , , ,Broomhead Road,"Postal Office Box 757, c/o Chapleau General Hospital, 6", ,Chapleau,P0M1K0,20210527133746,20210526122347
-80.2513061509999,43.5580368280001,3327,137287907,M633,Long-Term Care Home,MHFA,The Elliott Long Term Care Residence, , , ,170 Metcalfe Street, , ,Guelph,N1E4Y3,20210527134011,20210526122347
-81.029447627,43.8708449440001,3328,137287908,995,Long-Term Care Home,NH for-profit,The Fordwich Village Nursing Home, , , ,3063 Adelaide Street, , ,Fordwich,N0G1V0,20210527134234,20210526122348
-77.475006687,46.0908757890001,3329,137287909,2896,Long-Term Care Home,NH non-profit,The Four Seasons Lodge, , , ,117 Banting Drive, , ,Deep River,K0J1P0,20210527134856,20210526122348
-76.3607791589999,45.43923793,3330,137287910,2699,Long-Term Care Home,NH non-profit,"The Grove, Arnprior and District Nursing Home", , , ,275 Ida Street North, , ,Arnprior,K7S3M7,20210527134056,20210526122348
-79.257672203,43.1849718080001,3331,137287911,2909,Long-Term Care Home,NH for-profit,The Henley House, , , ,20 Ernest Street, , ,St. Catharines,L2N7T2,20210527133745,20210526122348
-79.331112268,43.662724989,3332,137287912,2582,Long-Term Care Home,NH for-profit,The Heritage Nursing Home, , , ,1195 Queen Street East, , ,Toronto,M4M1L6,20210527134918,20210526122349
-79.4342118069999,43.730076496,3333,137287913,2824,Long-Term Care Home,CHFA,The Jewish Home for the Aged, , , ,3560 Bathurst Street, , ,Toronto,M6A2E1,20210527133802,20210526122349
-76.970519557,44.2412878960001,3334,137287914,M625,Long-Term Care Home,MHFA,The John M. Parrott Centre, , , ,309 Bridge Street West, , ,Napanee,K7R2G4,20210527134113,20210526122349
-79.403438291,43.6581989850001,3335,137287915,2852,Long-Term Care Home,NH non-profit,The Kensington Gardens, , , ,25 Brunswick Avenue, , ,Toronto,M5S2L9,20210527133933,20210526122349
-80.8384314149999,43.3173422570001,3336,137287916,2093,Long-Term Care Home,NH for-profit,The Maples Home for Seniors, , , ,94 William Street South,Postal Office Box 400, ,Tavistock,N0B2R0,20210527134502,20210526122349
-80.0072930429999,43.2111490780001,3337,137287917,2844,Long-Term Care Home,NH for-profit,The Meadows, , , ,12 Tranquility Avenue, , ,Hamilton,L9G5C2,20210527133759,20210526122349
-79.1369526559999,43.079226395,3338,137287918,M515,Long-Term Care Home,MHFA,The Meadows of Dorchester, , , ,6623 Kalar Road, , ,Niagara Falls,L2H2T3,20210527133827,20210526122350
-80.314324308,42.8351655970001,3339,137287919,2621,Long-Term Care Home,NH non-profit,The Norfolk Hospital Nursing Home, , , ,365 West Street, , ,Simcoe,N3Y1T7,20210527133628,20210526122350
-79.418653096,43.664779185,3340,137287920,2631,Long-Term Care Home,NH for-profit,The O'Neill Centre, , , ,33 Christie Street, , ,Toronto,M6G3B1,20210527134043,20210526122350
-74.6326358749999,45.3113677800001,3341,137287921,2642,Long-Term Care Home,NH for-profit,The Palace, , , ,92 Centre Street, , ,Alexandria,K0C1A0,20210527134816,20210526122350
-75.637320717,45.4034810540001,3342,137287922,3025,Long-Term Care Home,CHFA,The Perley and Rideau Veterans' Health Centre, , , ,1750 Russell Road, , ,Ottawa,K1G5Z6,20210527134043,20210526122350
-79.298220385,45.05169583,3343,137287923,M564,Long-Term Care Home,MHFA,The Pines, , , ,98 Pine Street, , ,Bracebridge,P1L1N5,20210527133921,20210526122351
-75.727558046,45.4008838500001,3344,137287924,2873,Long-Term Care Home,NH non-profit,The Salvation Army Ottawa Grace Manor, , , ,1156 Wellington Street, , ,Ottawa,K1Y2Z3,20210527133700,20210526122351
-79.890778546,44.743504649,3345,137287925,1101,Long-Term Care Home,NH for-profit,The Villa Care Centre, , , ,689 Yonge Street, , ,Midland,L4R2E1,20210527133701,20210526122351
-83.0147828949999,42.243412861,3346,137287926,3046,Long-Term Care Home,NH for-profit,The Village at St. Clair, , , ,1800 Talbot Road, , ,Windsor,N9H0E3,20210527134345,20210526122351
-80.570321845,43.4767378980001,3347,137287927,3048,Long-Term Care Home,NH for-profit,The Village at University Gates, , , ,250 Laurelwood Drive, , ,Waterloo,N2J0E2,20210527134112,20210526122351
-76.984309866,44.300370806,3348,137287928,2681,Long-Term Care Home,NH for-profit,The Village Green Nursing Home, , , ,166 Pleasant Drive,Postal Office Box 94, ,Greater Napanee,K0K2Z0,20210527134924,20210526122352
-82.920031673,42.3181356790001,3349,137287929,3037,Long-Term Care Home,NH for-profit,The Village of Aspen Lake, , , ,9855 McHugh Street, , ,Tecumseh,N8P0A6,20210527134817,20210526122352
-79.721718483,43.5532143520001,3350,137287930,2881,Long-Term Care Home,NH for-profit,The Village of Erin Meadows, , , ,2930 Erin Centre Boulevard, , ,Mississauga,L5M7M4,20210527133641,20210526122352
-81.271803717,42.93894787,3351,137287931,2979,Long-Term Care Home,NH for-profit,The Village of Glendale Crossing, , , ,3030 Singleton Avenue, , ,London,N6L0B6,20210527134940,20210526122352
-79.526902434,43.6971040860001,3352,137287932,2957,Long-Term Care Home,NH for-profit,The Village of Humber Heights, , , ,2245 Lawrence Avenue West, , ,Toronto,M9P3W3,20210527134635,20210526122352
-80.27473336,43.569825929,3353,137287933,2915,Long-Term Care Home,NH for-profit,The Village of Riverside Glen, , , ,60 Woodlawn Road East, , ,Guelph,N1H8M8,20210527134029,20210526122353
-79.771619416,43.7410527820001,3354,137287934,2859,Long-Term Care Home,NH for-profit,The Village of Sandalwood Park, , , ,425 Great Lakes Drive, , ,Brampton,L6R2W8,20210527134417,20210526122353
-79.800303093,43.3834153180001,3355,137287935,2854,Long-Term Care Home,NH for-profit,The Village of Tansley Woods, , , ,4100 Upper Middle Road, , ,Burlington,L7M4W8,20210527134918,20210526122353
-78.958258971,43.9131270500001,3356,137287936,2902,Long-Term Care Home,NH for-profit,The Village of Taunton Mills, , , ,3800 Brock Street North, , ,Whitby,L1R3A5,20210527134804,20210526122353
-79.8734372,43.1983256820001,3357,137287937,2841,Long-Term Care Home,NH for-profit,The Village of Wentworth Heights, , , ,1620 Upper Wentworth Street, , ,Hamilton,L9B2W3,20210527134113,20210526122353
-80.498675717,43.41122949,3358,137287938,2783,Long-Term Care Home,NH for-profit,The Village of Winston Park, , , ,695 Block Line Road, , ,Kitchener,N2E3K1,20210527133907,20210526122354
-81.035271955,44.1506491920001,3359,137287939,2599,Long-Term Care Home,NH for-profit,The Village Seniors Community, , , ,101 10th Street, , ,Hanover,N4N1M9,20210527134743,20210526122354
-79.879518003,43.209314584,3360,137287940,2784,Long-Term Care Home,NH for-profit,The Wellington Nursing Home, , , ,1430 Upper Wellington Street, , ,Hamilton,L9A5H3,20210527134201,20210526122354
-79.917942419,46.372287317,3361,137287941,7069,Long-Term Care Home,NH non-profit,The West Nipissing General Hospital, , , ,725 Coursol Road, , ,West Nipissing,P2B2Y6,20210527134340,20210526122354
-79.303204866,43.7440040050001,3362,137287942,3021,Long-Term Care Home,CHFA,The Wexford, , , ,1860 Lawrence Avenue East, , ,Toronto,M1R5B1,20210527134119,20210526122355
-79.458626136,43.9654946360001,3363,137287943,2174,Long-Term Care Home,NH for-profit,The Willows Estate Nursing Home, , , ,13837 Yonge Street, , ,Aurora,L4G3G8,20210527134133,20210526122355
-79.2864298979999,43.017515777,3364,137287944,M617,Long-Term Care Home,MHFA,The Woodlands of Sunset, , , ,920 Pelham Street, , ,Welland,L3C1Y5,20210527134058,20210526122355
-78.892338047,43.885982149,3365,137287945,2534,Long-Term Care Home,NH for-profit,Thorntonview, , , ,186 Thornton Road South, , ,Oshawa,L1J5Y2,20210527134916,20210526122355
-82.430444917,42.2587713930001,3366,137287946,1064,Long-Term Care Home,NH for-profit,Tilbury Manor Nursing Home, , , ,16 Fort Street,Postal Office Box 160, ,Chatham-Kent,N0P2L0,20210527134033,20210526122355
-79.163454525,43.7833110180001,3367,137287947,3001,Long-Term Care Home,CHFA,Tony Stacey Centre for Veterans' Care, , , ,59 Lawson Road, , ,Toronto,M1C2J1,20210527134032,20210526122355
-75.503848857,45.221888129,3368,137287948,2747,Long-Term Care Home,NH non-profit,Osgoode Care Centre, , , ,7650 Snake Island Road, , ,Ottawa,K0A2P0,20210527134555,20210526122356
-77.557735436,44.1029119460001,3369,137287949,2337,Long-Term Care Home,NH for-profit,Trent Valley Lodge, , , ,195 Bay Street, , ,Quinte West,K8V1H9,20210527134203,20210526122356
-81.620551943,44.181495968,3370,137287950,2773,Long-Term Care Home,NH for-profit,Trillium Court, , , ,550 Philip Place, , ,Kincardine,N2Z3A6,20210527133743,20210526122356
-79.4252621859999,44.629006152,3371,137287951,M585,Long-Term Care Home,MHFA,Trillium Manor Home for the Aged, , , ,12 Grace Avenue, , ,Orillia,L3V2K2,20210527134530,20210526122356
-76.552025221,44.2504028160001,3372,137287952,2790,Long-Term Care Home,NH for-profit,Trillium Retirement and Care Community, , , ,800 Edgar Street, , ,Kingston,K7M8S4,20210527133644,20210526122356
-82.363586163,42.9984845270001,3373,137287953,2217,Long-Term Care Home,NH for-profit,Trillium Villa Nursing Home, , , ,1221 Michigan Avenue, , ,Sarnia,N7S3Y3,20210527133900,20210526122356
-80.4417754999999,43.4298141960001,3374,137287954,2580,Long-Term Care Home,NH non-profit,Trinity Village Care Centre, , , ,2727 Kingsway Drive, , ,Kitchener,N2C1A7,20210527135006,20210526122357
-79.298406061,43.6960601970001,3375,137287955,M586,Long-Term Care Home,MHFA,True Davidson Acres, , , ,200 Dawes Road, , ,Toronto,M4C5M8,20210527134009,20210526122357
-74.6869488689999,45.0031367240001,3376,137287956,2800,Long-Term Care Home,NH non-profit,Tsiionkwanonhsote, , , ,70 Kawehnoke Apartments Road, , ,Akwesasne,K6H5R7,20210527134027,20210526122357
-79.2184528889999,43.1595780050001,3377,137287957,2711,Long-Term Care Home,NH for-profit,Tufford Nursing Home, , , ,312 Queenston Street, , ,St. Catharines,L2P2X4,20210527133648,20210526122357
-79.7360305989999,43.684802674,3378,137287958,963,Long-Term Care Home,NH for-profit,Tullamore Care Community, , , ,133 Kennedy Road South, , ,Brampton,L6W3G3,20210527134228,20210526122358
-82.3650692639999,43.0030767270001,3379,137287959,2889,Long-Term Care Home,NH for-profit,Twin Lakes Terrace Long Term Care Community, , , ,1310 Murphy Road, , ,Sarnia,N7S6K5,20210527135002,20210526122358
-80.393572695,43.5364270170001,3380,137287960,2752,Long-Term Care Home,NH for-profit,Twin Oaks of Maryhill, , , ,1360 Maryhill Road, , ,Maryhill,N0B2B0,20210527135001,20210526122358
-79.62744866,43.6283530690001,3381,137287961,2656,Long-Term Care Home,NH for-profit,Tyndall Nursing Home, , , ,1060 Eglinton Avenue East, , ,Mississauga,L4W1K3,20210527134225,20210526122358
-79.51902633,43.6845461840001,3382,137287962,2809,Long-Term Care Home,NH non-profit,Ukrainian Canadian Care Centre, , , ,60 Richview Road, , ,Toronto,M9A5E4,20210527134251,20210526122358
-79.31460408,43.861215825,3383,137287963,3018,Long-Term Care Home,CHFA,Union Villa, , , ,4300 Highway 7,Unit 7, ,Markham,L3R1L8,20210527134031,20210526122358
-79.388080843,43.1576074970001,3384,137287964,2951,Long-Term Care Home,NH non-profit,United Mennonite Home, , , ,4024 Twenty-Third Street, , ,Lincoln,L0R2C0,20210527134410,20210526122359
-79.0694674489999,43.250212828,3385,137287965,M587,Long-Term Care Home,MHFA,Upper Canada Lodge, , , ,272 Wellington Street,Postal Office Box 1390, ,Niagara-On-The-Lake,L0S1J0,20210527133700,20210526122359
-77.6890573009999,45.4860755780001,3386,137287966,2675,Long-Term Care Home,NH non-profit,Valley Manor Nursing Home, , , ,88 Mintha Street,Postal Office Box 880, ,Barry's Bay,K0J1B0,20210527134058,20210526122359
-79.1012952459999,43.0977475,3387,137287967,2737,Long-Term Care Home,NH for-profit,Valley Park Lodge, , , ,6400 Valley Way, , ,Niagara Falls,L2E7E3,20210527134614,20210526122359
-81.15967957,42.804227451,3388,137287968,M628,Long-Term Care Home,MHFA,Valleyview Home, , , ,350 Burwell Road, , ,St. Thomas,N5P0A3,20210527135027,20210526122359
-79.446303214,43.770883203,3389,137287969,2954,Long-Term Care Home,NH non-profit,Valleyview Residence, , , ,541 Finch Avenue West, , ,Toronto,M2R3Y3,20210527133848,20210526122359
-79.724467712,43.873487508,3390,137287970,2734,Long-Term Care Home,NH non-profit,Vera M. Davis Community Care Centre, , , ,80 Allan Drive, , ,Caledon,L7E1P7,20210527134635,20210526122400
-79.412761695,43.668302086,3391,137287971,2575,Long-Term Care Home,NH for-profit,Vermont Square, , , ,914 Bathurst Street, , ,Toronto,M5R3G5,20210527134738,20210526122400
-79.854288899,43.2581853940001,3392,137287972,2806,Long-Term Care Home,NH for-profit,Victoria Gardens Long Term Care, , , ,176 Victoria Avenue North, , ,Hamilton,L8L5G1,20210527134614,20210526122400
-78.74399304,44.3386922340001,3393,137287973,M589,Long-Term Care Home,MHFA,Victoria Manor Home for the Aged, , , ,220 Angeline Street South, , ,Kawartha Lakes,K9V4R2,20210527133853,20210526122400
-79.698484751,44.3912046980001,3394,137287974,2914,Long-Term Care Home,NH non-profit,Victoria Village Manor, , , ,78 Ross Street, , ,Barrie,L4N1G3,20210527133620,20210526122401
-79.456485012,43.710640792,3395,137287975,3020,Long-Term Care Home,CHFA,Villa Colombo Homes for the Aged, , , ,40 Playfair Avenue, , ,Toronto,M6B2P9,20210527134836,20210526122401
-79.63082658,43.840137306,3396,137287976,2969,Long-Term Care Home,NH non-profit,Villa Colombo Seniors Centre (Vaughan), , , ,10443 Highway 27,Kleinburg, ,Vaughan,L0J1C0,20210527134523,20210526122401
-79.651529766,43.611808065,3397,137287977,2855,Long-Term Care Home,NH non-profit,Villa Forum, , , ,175 Forum Drive, , ,Mississauga,L4Z4E5,20210527134123,20210526122401
-79.5741739549999,43.766199396,3398,137287978,2947,Long-Term Care Home,NH non-profit,Villa Leonardo Gambin, , , ,40 Friuli Court, , ,Vaughan,L4L9T3,20210527133814,20210526122401
-75.7270330429999,45.3659984440001,3399,137287979,2818,Long-Term Care Home,NH non-profit,Villa Marconi, , , ,1026 Baseline Road, , ,Ottawa,K2C0A6,20210527134543,20210526122401
-81.021686,49.0708597730001,3400,137287980,2815,Long-Term Care Home,NH non-profit,Villa Minto, , , ,241 Eighth Street,Postal Office Box 280, ,Cochrane,P0L1C0,20210527134607,20210526122402
-81.880266262,42.4353068510001,3401,137287981,2765,Long-Term Care Home,NH for-profit,Village on the Ridge, , , ,9 Myrtle Street, , ,Chatham-Kent,N0P2C0,20210527134640,20210526122402
-82.403648273,42.968191319,3402,137287982,2659,Long-Term Care Home,NH non-profit,Vision Nursing Home, , , ,229 Wellington Street, , ,Sarnia,N7T1G9,20210527135005,20210526122402
-77.8930438529999,44.1986855480001,3403,137287983,2803,Long-Term Care Home,NH for-profit,Warkworth Place, , , ,97 Mill Street,Postal Office Box 68, ,Warkworth,K0K3K0,20210527134810,20210526122402
-79.4477607549999,46.2785564260001,3404,137287984,2598,Long-Term Care Home,NH for-profit,Waters Edge Care Community, , , ,401 William Street, , ,North Bay,P1A1X5,20210527134342,20210526122402
-81.88560481,42.9521671420001,3405,137287985,2652,Long-Term Care Home,NH for-profit,Watford Quality Care Centre, , , ,344 Victoria Street, , ,Watford,N0M2S0,20210527133946,20210526122402
-79.375289283,43.667095288,3406,137287986,2959,Long-Term Care Home,NH non-profit,Wellesley Central Place, , , ,160 Wellesley Street East, , ,Toronto,M4Y1J2,20210527134811,20210526122403
-75.519415621,44.7192768410001,3407,137287987,2807,Long-Term Care Home,NH for-profit,Wellington House Nursing Home, , , ,990 Edward Street North,Postal Office Box 1510, ,Prescott,K0E1T0,20210527134418,20210526122403
-79.812036592,43.3313917080001,3408,137287988,1023,Long-Term Care Home,NH for-profit,Wellington Park Care Centre, , , ,802 Hager Avenue, , ,Burlington,L7S1X2,20210527134605,20210526122403
-80.400747311,43.6964698450001,3409,137287989,M629,Long-Term Care Home,MHFA,Wellington Terrace Long-Term Care Home, , , ,474 Charles Allan Way, , ,Fergus,N1M0A1,20210527134441,20210526122403
-79.949356429,43.259320589,3410,137287990,M592,Long-Term Care Home,MHFA,Wentworth Lodge, , , ,41 South Street West, , ,Hamilton,L9H4C4,20210527134906,20210526122404
-79.567459242,43.643889275,3411,137287991,M612,Long-Term Care Home,MHFA,Wesburn Manor, , , ,400 The West Mall, , ,Toronto,M9C5S1,20210527134434,20210526122404
-77.257690624,43.9270364290001,3412,137287992,997,Long-Term Care Home,NH for-profit,West Lake Terrace, , , ,1673 County Road 12,"R. R. 1, Unit 12", ,Prince Edward,K0K2T0,20210527133647,20210526122404
-79.756332285,43.4470834310001,3413,137287993,2870,Long-Term Care Home,NH for-profit,West Oak Village, , , ,2370 Third Line, , ,Oakville,L6M4E2,20210527134655,20210526122404
-79.250864298,43.140947,3414,137287994,1500,Long-Term Care Home,NH for-profit,West Park Health Centre, , , ,103 Pelham Road, , ,St. Catharines,L2S1S9,20210527134911,20210526122404
-79.507979227,43.689702986,3415,137287995,2848,Long-Term Care Home,NH non-profit,West Park Long Term Care Centre, , , ,82 Buttonwood Avenue, , ,Toronto,M6M2J5,20210527134055,20210526122404
-77.4062027909999,44.1470206610001,3416,137287996,2623,Long-Term Care Home,NH for-profit,Westgate Lodge Nursing Home, , , ,37 Wilkie Street, , ,Belleville,K8P4E4,20210527135006,20210526122405
-81.305697429,42.9504230700001,3417,137287997,2878,Long-Term Care Home,NH for-profit,Westmount Gardens Long Term Care Home, , , ,590 Longworth Road, , ,London,N6K4X9,20210527134030,20210526122405
-79.510019529,43.7010589880001,3418,137287998,2874,Long-Term Care Home,NH for-profit,Weston Terrace Care Community, , , ,2005 Lawrence Avenue West, , ,Toronto,M9N3V4,20210527134353,20210526122405
-79.56777145,43.737285791,3419,137287999,2663,Long-Term Care Home,NH for-profit,Westside, , , ,1145 Albion Road, , ,Toronto,M9V4J7,20210527133620,20210526122405
-81.7235450429999,45.803043632,3420,137288000,1856,Long-Term Care Home,NH non-profit,Wikwemikong Nursing Home, , , ,2281 Wikwemikong Way,Postal Office Box 114, ,Wikwemikong,P0P2J0,20210527134848,20210526122405
-81.15463991,43.2607628320001,3421,137288001,2802,Long-Term Care Home,NH for-profit,Wildwood Care Centre, , , ,100 Ann Street,Postal Office Box 2200, ,Saint Marys,N4X1A1,20210527134237,20210526122406
-87.1046012479999,48.7804544580001,3422,137288002,3040,Long-Term Care Home,NH non-profit,Wilkes Terrace, , , ,20 Cartier Road,Unit B, ,Terrace Bay,P0T2W0,20210527133652,20210526122406
-91.918759081,50.1059168850001,3423,137288003,2785,Long-Term Care Home,NH non-profit,"William A. ""Bill"" George Extended Care Facility", , , ,75 Fifth Avenue, , ,Sioux Lookout,P8T1K9,20210527133734,20210526122406
-79.044469095,43.87711914,3424,137288004,2871,Long-Term Care Home,NH for-profit,Winbourne Park, , , ,1020 Westney Road North, , ,Ajax,L1T4K6,20210527134922,20210526122406
-79.597778262,43.759610094,3425,137288005,2945,Long-Term Care Home,NH for-profit,Woodbridge Vista Care Community, , , ,5400 Steeles Avenue West, , ,Vaughan,L4L9S1,20210527134047,20210526122407
