_id,LHIN,Home Name,Licensing Home Number,Address1,Address2,City,Postal,Phone,Fax,Email,Website,CCAC (no longer exist),Home Administrator Admin First Name,Admin Last Name,Licensee,Management Firm,Home Type (Sector),Licensed Beds,Approved Short Stay Beds (Beds are not operated as short stay under Covid Guidelines),Resident's Council,Family Council,Accreditation,Home Designated Under French Language Services Act,home_profile_link_EN,home_inspection_link_EN,home_inspection_link_FR,home_profile_link_FR,vaccine_data_home_name,1st_dose_percentage_staff_vaccination_rate,2nd_dose_percentage_staff_vaccination_rate,vaccine_data_date,wait_times_EN,wait_times_FR,placement_coordinator_EN,placement_coordinator_FR,hccss_phone_EN,hccss_tty_EN,hccss_phone_FR,hccss_tty_FR,hvac_designated_cooling_areas,hvac_resident_rooms,year_of_construction,hvac_rooms,hvac_date,latest_inspection_type,latest_inspection_link_EN,latest_inspection_datestamp,latest_inspection_date,latest_inspection_link_FR,x,y
2582,Toronto Central,The Heritage Nursing Home,2582,1195 Queen Street East,null,Toronto,M4M1L6,416-461-8185 ,416-461-5472,jglick@heritagenursinghome.com,0,null,Jordan,Glick,Heritage Nursing Homes Inc.,null,For-Profit,201,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2582&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2582&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2582&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2582&tab=0,The Heritage Nursing Home,1,1,2021-11-30,http://healthcareathome.ca/torontocentral/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/torontocentral/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d-attente,http://healthcareathome.ca/torontocentral/en/Getting-Care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/torontocentral/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-866-383-5446,null,1-866-383-5446,null,Yes,Yes,1973,113,2021-12-06,Critical Incident Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=28338&FacilityID=20235,2021-11-30,2021-08-16,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=28338&FacilityID=20235,-79.331112268,43.662724989
2583,Toronto Central,Chartwell White Eagle Long Term Care Residence,2583,138 Dowling Avenue,null,Toronto,M6K3A6,416-533-7935 ,416-533-5154,whiteeagleresidence@chartwellreit.ca,http://www.chartwellreit.ca/home_locations/white_eagle.htm,null,Adyanes,Lachowski,Chartwell Master Care LP,null,For-Profit,56,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2583&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2583&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2583&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2583&tab=0,Chartwell White Eagle Long Term Care Residence,1,1,2021-11-30,http://healthcareathome.ca/torontocentral/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/torontocentral/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d-attente,http://healthcareathome.ca/torontocentral/en/Getting-Care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/torontocentral/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-866-383-5446,null,1-866-383-5446,null,Yes,Yes,1972,56,2021-12-06,Follow-Up Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=27763&FacilityID=20575,2021-11-30,2021-05-19,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=27763&FacilityID=20575,-79.4392265,43.6371712800001
2589,Toronto Central,Main Street Terrace,2589,77 Main Street,null,Toronto,M4E2V6,416-690-3001 ,416-690-6866,mainstreetterrace@reveraliving.com,http://www.reveraliving.com/long-term-care/locations/main-street-terrace,null,Judith,Jackson,Revera Long Term Care Inc.,null,For-Profit,150,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2589&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2589&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2589&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2589&tab=0,Main Street Terrace,1,1,2021-11-30,http://healthcareathome.ca/torontocentral/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/torontocentral/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d-attente,http://healthcareathome.ca/torontocentral/en/Getting-Care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/torontocentral/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-866-383-5446,null,1-866-383-5446,null,Yes,No,1971,50,2021-12-06,Complaints Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=27963&FacilityID=20530,2021-11-30,2021-06-09,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=27963&FacilityID=20530,-79.298598259,43.681609494
2591,Toronto Central,Cedarvale Terrace,2591,429 Walmer Road,null,Toronto,M5P2X9,416-967-6949 ,416-928-1965,alopes@cedarvaleterrace.ca,http://www.cedarvaleterrace.ca,null,Adele,Lopes,Cedarvale Terrace LTC Inc. as general partner of Cedarvale Terrace LTC Limited Partnership,null,For-Profit,218,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2591&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2591&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2591&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2591&tab=0,Cedarvale Terrace,1,1,2021-11-30,http://healthcareathome.ca/torontocentral/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/torontocentral/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d-attente,http://healthcareathome.ca/torontocentral/en/Getting-Care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/torontocentral/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-866-383-5446,null,1-866-383-5446,null,Yes,Yes,1974,92,2021-12-06,Complaints Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=28431&FacilityID=20305,2021-11-30,2021-09-27,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=28431&FacilityID=20305,-79.412423396,43.6854585890001
2594,Toronto Central,St. George Care Community,2594,225 St. George Street,null,Toronto,M5R2M2,416-967-3985 ,416-967-3951,Abi.Awosanya@siennaliving.ca,http://www.leisureworld.ca,null,Abiola,Awosanya,2063414 Ontario Limited as General Partner of 2063414 Investment LP,null,For-Profit,238,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2594&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2594&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2594&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2594&tab=0,St. George Care Community,1,1,2021-11-30,http://healthcareathome.ca/torontocentral/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/torontocentral/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d-attente,http://healthcareathome.ca/torontocentral/en/Getting-Care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/torontocentral/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-866-383-5446,null,1-866-383-5446,null,Yes,Yes,1972,101,2021-12-06,Complaints Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=28501&FacilityID=20303,2021-11-30,2021-09-16,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=28501&FacilityID=20303,-79.4015392909999,43.672535988
2631,Toronto Central,The O'Neill Centre,2631,33 Christie Street,null,Toronto,M6G3B1,416-536-1116 ,416-960-3996,mpagliaroli@oneillcentre.ca,http://www.oneillcentre.ca/,null,Margarette,Pagliaroli,848357 Ontario Inc.,null,For-Profit,162,null,YES,NO,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2631&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2631&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2631&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2631&tab=0,The O'Neill Centre,1,1,2021-11-30,http://healthcareathome.ca/torontocentral/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/torontocentral/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d-attente,http://healthcareathome.ca/torontocentral/en/Getting-Care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/torontocentral/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-866-383-5446,null,1-866-383-5446,null,Yes,Yes,1976,64,2021-12-06,Critical Incident Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=28128&FacilityID=20372,2021-11-30,2021-07-26,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=28128&FacilityID=20372,-79.418653096,43.664779185
2719,Toronto Central,St. Clair O'Connor Community Nursing Home,2719,2701 St Clair Avenue East,null,East York,M4B3M3,416-757-8757 ,416-751-7315,v.cozier@scoc.ca,0,null,Vanda,Cozier,St. Clair O'Connor Community Inc.,null,Non-Profit,25,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2719&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2719&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2719&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2719&tab=0,St. Clair O'Connor Community Nursing Home,1,0.98,2021-11-30,http://healthcareathome.ca/torontocentral/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/torontocentral/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d-attente,http://healthcareathome.ca/torontocentral/en/Getting-Care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/torontocentral/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-866-383-5446,null,1-866-383-5446,null,Yes,Yes,1983,17,2021-12-06,Follow-Up Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=27346&FacilityID=20459,2021-11-30,2021-03-29,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=27346&FacilityID=20459,-79.311981766,43.7054774980001
2723,Toronto Central,Fairview Nursing Home,2723,14 Cross Street,null,Toronto,M6J1S8,416-534-8829 ,416-538-1658,saurabh.bhatnagar@schlegelvillages.com,http://www.schlegelvillages.com,null,Saurabh,Bhatnagar,Schlegel Villages Inc.,null,For-Profit,108,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2723&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2723&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2723&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2723&tab=0,Fairview Nursing Home,1,1,2021-11-30,http://healthcareathome.ca/torontocentral/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/torontocentral/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d-attente,http://healthcareathome.ca/torontocentral/en/Getting-Care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/torontocentral/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-866-383-5446,null,1-866-383-5446,null,Yes,Yes,1982,44,2021-12-06,Complaints Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=28243&FacilityID=20184,2021-11-30,2021-08-18,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=28243&FacilityID=20184,-79.428502598,43.648120782
2754,Toronto Central,Sherbourne Place,2754,345 Sherbourne Street,null,Toronto,M5A2S3,416-964-1599 ,416-964-3907,rekaireception@rekaicentre.com,www.rekaicentres.com,null,Maria,Fernandes,The Rekai Centres,null,Non-Profit,126,null,YES,NO,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2754&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2754&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2754&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2754&tab=0,Sherbourne Place,1,0.99,2021-11-30,http://healthcareathome.ca/torontocentral/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/torontocentral/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d-attente,http://healthcareathome.ca/torontocentral/en/Getting-Care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/torontocentral/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-866-383-5446,null,1-866-383-5446,null,Yes,Yes,1988,60,2021-12-06,Critical Incident Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=28755&FacilityID=20122,2021-11-30,2021-11-15,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=28755&FacilityID=20122,-79.372665281,43.6626775870001
2792,Toronto Central,Suomi-Koti Toronto Nursing Home,2792,795 Eglinton Avenue East,null,Toronto,M4G4E4,416-421-6719 X228,416-425-1971,nursinghome@suomikoti.ca,http://www.suomikoti.ca,null,Anne,Ollikainen,Toronto Finnish-Canadian Seniors Centre,null,Non-Profit,34,null,YES,YES,NO,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2792&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2792&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2792&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2792&tab=0,Suomi-Koti Toronto Nursing Home,1,1,2021-11-30,http://healthcareathome.ca/torontocentral/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/torontocentral/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d-attente,http://healthcareathome.ca/torontocentral/en/Getting-Care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/torontocentral/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-866-383-5446,null,1-866-383-5446,null,Yes,Yes,1992,22,2021-12-06,Critical Incident Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=27816&FacilityID=20484,2021-11-30,2021-06-02,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=27816&FacilityID=20484,-79.366141484,43.7131298960001
2798,Toronto Central,Hellenic Care for Seniors (Toronto),2798,215 Tyrrel Avenue,null,Toronto,M6G4A9,416-654-7700 X2240,416-654-1080,hcare@hellenichome.org,http://www.hellenichome.org,null,Nicholas,Georgantonis,Hellenic Care for Seniors (Toronto) Inc.,null,Non-Profit,81,null,YES,NO,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2798&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2798&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2798&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2798&tab=0,Hellenic Care for Seniors (Toronto),1,1,2021-11-30,http://healthcareathome.ca/torontocentral/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/torontocentral/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d-attente,http://healthcareathome.ca/torontocentral/en/Getting-Care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/torontocentral/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-866-383-5446,null,1-866-383-5446,null,Yes,Yes,1994,47,2021-12-06,Critical Incident Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=27347&FacilityID=20232,2021-11-30,2021-03-22,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=27347&FacilityID=20232,-79.430342001,43.6767939870001
2824,Toronto Central,The Jewish Home for the Aged,2824,3560 Bathurst Street,null,North York,M6A2E1,416-785-2500 ,416-785-2464,lmarcovici@baycrest.org,http://www.baycrest.org/,null,lisa,Marcovici,The Jewish Home for the Aged,null,Non-Profit,472,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2824&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2824&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2824&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2824&tab=0,Apotex The Jewish Home for the Aged,1,0.99,2021-11-30,http://healthcareathome.ca/torontocentral/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/torontocentral/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d-attente,http://healthcareathome.ca/torontocentral/en/Getting-Care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/torontocentral/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-866-383-5446,null,1-866-383-5446,null,Yes,Yes,2000,472,2021-12-06,Follow-Up Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=28281&FacilityID=20021,2021-11-30,2021-08-26,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=28281&FacilityID=20021,-79.4342118069999,43.730076496
2832,Toronto Central,Harmony Hills Care Community,2832,1800 O'Connor Drive,null,Toronto,M4A1W7,416-285-1411 ,416-285-2014,vilma.bugarin@siennaliving.ca,http://www.leisureworld.ca,null,Vilma,Bugarin,2063414 Ontario Limited as General Partner of 2063414 Investment LP,null,For-Profit,160,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2832&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2832&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2832&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2832&tab=0,Harmony Hills Care Community,1,1,2021-11-30,http://healthcareathome.ca/torontocentral/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/torontocentral/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d-attente,http://healthcareathome.ca/torontocentral/en/Getting-Care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/torontocentral/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-866-383-5446,null,1-866-383-5446,null,Yes,No,2001,130,2021-12-06,Complaints Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=27477&FacilityID=20299,2021-11-30,2021-04-07,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=27477&FacilityID=20299,-79.304965865,43.7205599010001
2836,Toronto Central,Fountain View Care Community,2836,1800 O'Connor Drive,null,Toronto,M4A1W7,416-285-2000 ,416-285-2001,Nargish.malam@siennaliving.ca,http://www.siennaliving.ca/long-term-care/locations/fountain-view.aspx,null,Nargish,Malam,2063414 Ontario Limited as General Partner of 2063414 Investment LP,null,For-Profit,158,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2836&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2836&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2836&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2836&tab=0,Fountain View Care Community,1,1,2021-11-30,http://healthcareathome.ca/torontocentral/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/torontocentral/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d-attente,http://healthcareathome.ca/torontocentral/en/Getting-Care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/torontocentral/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-866-383-5446,null,1-866-383-5446,null,Yes,No,2001,119,2021-12-06,Complaints Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=28757&FacilityID=20300,2021-11-30,2021-11-10,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=28757&FacilityID=20300,-79.304965865,43.7205599010001
2848,Toronto Central,West Park Long Term Care Centre,2848,82 Buttonwood Avenue,null,Toronto,M6M2J5,416-614-9494 ,416-245-9563,mlamb@extendicare.com,http://www.westpark.org,null,Matt,Lamb,West Park Healthcare Centre,Extendicare (Canada) Inc.,Non-Profit,200,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2848&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2848&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2848&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2848&tab=0,West Park Long Term Care Centre,1,1,2021-11-30,http://healthcareathome.ca/torontocentral/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/torontocentral/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d-attente,http://healthcareathome.ca/torontocentral/en/Getting-Care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/torontocentral/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-866-383-5446,null,1-866-383-5446,null,Yes,Yes,2002,160,2021-12-06,Complaints Inspection  with Order(s) of the Inspector,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=28198&FacilityID=20570,2021-11-30,2021-08-16,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=28198&FacilityID=20570,-79.507979227,43.689702986
2852,Toronto Central,The Kensington Gardens,2852,25 Brunswick Avenue,null,Toronto,M5S2L9,416-963-9640 X1011,416-964-0234,info@kensingtonhealth.org,http://www.kensingtonhealth.org,null,William,O'Neill,The Kensington Health Centre,null,Non-Profit,350,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2852&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2852&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2852&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2852&tab=0,The Kensington Gardens,1,1,2021-11-30,http://healthcareathome.ca/torontocentral/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/torontocentral/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d-attente,http://healthcareathome.ca/torontocentral/en/Getting-Care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/torontocentral/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-866-383-5446,null,1-866-383-5446,null,Yes,Yes,2002,350,2021-12-06,Critical Incident Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=27769&FacilityID=20264,2021-11-30,2021-05-13,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=27769&FacilityID=20264,-79.403438291,43.6581989850001
2929,Toronto Central,Lakeside Long Term Care Centre,2929,150 Dunn Avenue,null,Toronto,M6K2R6,416-533-2828 ,416-533-1984,mgd_lakeside@extendicare.com,http://www.torontorehab.on.ca/patientcare/longterm/index.htm,null,Donna,Lee,University Health Network,Extendicare (Canada) Inc.,Non-Profit,128,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2929&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2929&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2929&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2929&tab=0,Lakeside Long Term Care Centre,1,1,2021-11-30,http://healthcareathome.ca/torontocentral/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/torontocentral/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d-attente,http://healthcareathome.ca/torontocentral/en/Getting-Care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/torontocentral/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-866-383-5446,null,1-866-383-5446,null,Yes,Yes,2002,128,2021-12-06,Complaints Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=27971&FacilityID=20598,2021-11-30,2021-06-17,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=27971&FacilityID=20598,-79.4332478979999,43.63651858
2937,Toronto Central,Copernicus Lodge,2937,66 Roncesvalles Avenue,null,Toronto,M6R3A7,416-536-7122 ,416-536-8242,comeaut@copernicuslodge.com,http://www.copernicuslodge.com,null,Tracey,Comeau,Copernicus Lodge,null,Non-Profit,228,null,YES,YES,NO,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2937&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2937&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2937&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2937&tab=0,Copernicus Lodge,1,0.95,2021-11-30,http://healthcareathome.ca/torontocentral/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/torontocentral/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d-attente,http://healthcareathome.ca/torontocentral/en/Getting-Care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/torontocentral/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-866-383-5446,null,1-866-383-5446,null,Yes,Yes,2002,194,2021-12-06,Complaints Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=28643&FacilityID=20104,2021-11-30,2021-09-08,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=28643&FacilityID=20104,-79.447311003,43.64020808
